,day,date,nb_authors,place,room,ref,section,session,pres,invited,lentitle
8459,Monday,14 December 2015,1.0,Moscone West,3014,0.0,Global Environmental Change,Second State of the Carbon Cycle Report (2016),Oral,0.0,16.0
8460,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,"Predictions, Models, and Hydrological Information",Poster,0.0,3.0
8461,Thursday,17 December 2015,7.0,Moscone South,Poster Hall,0.0,Biogeosciences,"Photosynthesis and Respiration at Leaf, Ecosystem, Regional, or Global Scales",Poster,0.0,23.0
8462,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Evolution of Solar Wind Transients through the Heliosphere and Associated Space Weather Effects,Poster,0.0,8.0
8463,Tuesday,15 December 2015,1.0,Moscone West,3005,0.0,Atmospheric Sciences,The El Nino-Southern Oscillation Continuum,Poster,1.0,12.0
8464,Wednesday,16 December 2015,12.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Black- and Brown-Carbon Light-Absorbing Aerosols,Poster,0.0,13.0
8466,Monday,14 December 2015,6.0,Moscone West,3011,0.0,Hydrology,"Drought, Groundwater Management, and Long-Term Groundwater Sustainability in the Western United States",Oral,0.0,5.0
8467,Wednesday,16 December 2015,6.0,Moscone West,3003,0.0,Global Environmental Change,"Linking Downscaled Climate Variables to Extreme Events, Land Surface Hydrology, Ecosystems, Ecosystem Services, and Human Health",Oral,1.0,12.0
8468,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Chemical and Dynamical Constraints on the Formation and Evolution of the Terrestrial Planets,Poster,0.0,11.0
8469,Monday,14 December 2015,18.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,US CLIVAR Session on Improved Representation of Physical Processes in Global Models,Poster,0.0,8.0
8470,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Biogeosciences,"Understanding Microbial Processes, Dependencies, and Impacts through 'omics",Poster,0.0,12.0
8471,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Geophysical Science Data Analytics Use Case Scenarios,Poster,0.0,6.0
8472,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Biogeosciences,The Bioatmospheric N Cycle,Poster,0.0,9.0
8473,Friday,18 December 2015,5.0,Moscone South,308,0.0,"Volcanology, Geochemistry and Petrology","A Tangled Web? Generation and Transport of Fluids, Volatiles, and Melts in Subduction Zones from Source to Surface",Oral,1.0,14.0
8474,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Seismology,From Science to Societal Impact,Poster,0.0,24.0
8475,Wednesday,16 December 2015,1.0,Moscone South,310,0.0,"Volcanology, Geochemistry and Petrology","Structure, Dynamics, and Properties of Silicate Melts and Magmas",Oral,0.0,5.0
8477,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Hydrology,Evapotranspiration,Poster,0.0,25.0
8478,Friday,18 December 2015,7.0,Moscone South,Poster Hall,0.0,Hydrology,Development of the Long-Term Agro-Ecosystem Research Network,Poster,0.0,10.0
8479,Tuesday,15 December 2015,7.0,Moscone South,Poster Hall,0.0,Hydrology,"Microorganisms, Colloids, Engineered Nanoparticles, and Emerging Contaminants in the Environment",Poster,0.0,12.0
8480,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Innovative Isotope Methods for Characterizing Metal Budgets in the Present and Past Terrestrial and Aquatic Environments,Poster,0.0,16.0
8481,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,Physical Properties of Earth Materials (PPEM),Poster,0.0,3.0
8482,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Quantifying Storage, Transport, and Volumes of Magmas in the Earth's Crust",Poster,0.0,20.0
8483,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Mechanisms of Anthropogenic Aerosol Forcing on Regional Climate Variability and Change,Poster,0.0,14.0
8484,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Biogeosciences,Urban Areas and Global Change,Poster,0.0,13.0
8485,Wednesday,16 December 2015,2.0,Moscone West,3010,0.0,Atmospheric Sciences,Large-Scale Atmospheric Transport and Mixing,Oral,0.0,17.0
8486,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Styles of Volcanism,Poster,0.0,15.0
8487,Thursday,17 December 2015,2.0,Moscone South,102,0.0,Union,Is Peak Oil Dead and What Does It Mean for Climate Change?,Poster,1.0,9.0
8488,Wednesday,16 December 2015,3.0,Moscone South,309,0.0,Natural Hazards,Natural Hazards and Climate Change,Oral,0.0,22.0
8489,Monday,14 December 2015,17.0,Moscone South,Poster Hall,0.0,Global Environmental Change,"Livestock, Land Use, and the Environment",Poster,0.0,6.0
8490,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Advances in Exploration Geophysics,Poster,0.0,14.0
8491,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Cryosphere,The Cryosphere in Mountain Regions under a Warming Climate,Poster,0.0,12.0
8493,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Seismology,Earthquake Source Studies,Poster,0.0,6.0
8494,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Feedbacks on Ice-Sheet Growth and Decay during the Last Glacial Cycle,Poster,0.0,15.0
8495,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Macrosystems Ecology,Poster,0.0,14.0
8497,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Global Perspectives on Atmospheric Rivers, Tropical Moisture Exports, and Other Pathways of Water Vapor Transport",Poster,0.0,23.0
8498,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Magnetospheric Response to Transient Solar Wind Phenomena,Poster,0.0,12.0
8500,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Big Data Analytics for Science Data,Poster,0.0,9.0
8502,Tuesday,15 December 2015,2.0,Moscone South,300,0.0,Nonlinear Geophysics,"Advances in Data Assimilation, Predictability, and Uncertainty Quantification",Oral,1.0,10.0
8503,Monday,14 December 2015,5.0,Moscone South,306,0.0,Tectonophysics,Coupled Thermo-Hydro-Mechanical-Chemical Processes Related to Geoenergy and Geoengineering Applications,Poster,1.0,12.0
8505,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Current Trends in High-Resolution Subsurface Imaging,Poster,0.0,12.0
8506,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Advances in Watershed Modeling of Hydrology, Sediment, and Nutrients",Poster,0.0,13.0
8508,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,"New Perspectives on CO2 Flow, Transport, and Long-Term Storage in Subsurface Reservoirs",Poster,0.0,20.0
8509,Thursday,17 December 2015,5.0,Moscone West,2008,0.0,Biogeosciences,"The Depth Attenuation of Soil Organic Carbon Storage, Turnover, and Fate",Oral,0.0,16.0
8510,Wednesday,16 December 2015,5.0,Moscone West,3011,0.0,Hydrology,Water Resources Management and Policy in a Changing World,Poster,0.0,15.0
8511,Tuesday,15 December 2015,4.0,Moscone South,103,0.0,Education,Climate Literacy,Oral,0.0,13.0
8512,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Wildfire in a Changing World,Poster,0.0,20.0
8513,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Exploiting Big Earth Data,Poster,0.0,7.0
8514,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",High-Temperature Carbonates,Poster,0.0,15.0
8515,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,Characterizing Cratons and Craton Margins,Poster,0.0,4.0
8516,Wednesday,16 December 2015,12.0,Moscone South,Poster Hall,0.0,Geodesy,"Interdisciplinary Geodesy for Climate Change, Data-Driven GIA, Sea Level Change, and Tibetan Plateau Hydrology",Poster,0.0,9.0
8517,Monday,14 December 2015,4.0,Moscone South,307,0.0,Seismology,Bridging the Moho,Poster,0.0,17.0
8518,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Natural Hazards,Marine Geohazards,Poster,0.0,18.0
8519,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,Education,"Undergraduate Earth, Atmospheric, Ocean, and Space Science Research and Outreach Poster Showcase",Poster,0.0,11.0
8520,Friday,18 December 2015,8.0,Moscone South,Poster Hall,0.0,Seismology,Quantifying Volcanic Processes Using Seismic and Acoustic Wavefields,Poster,0.0,16.0
8521,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Generation and Evolution of the Oceanic Lithosphere,Poster,0.0,13.0
8522,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Natural Hazards,Geological Records and Modeling of Tsunamis and Storms for Natural Hazard Assessment,Poster,0.0,20.0
8523,Friday,18 December 2015,5.0,Moscone West,2006,0.0,Biogeosciences,Scaling from Points to Pixels,Oral,1.0,9.0
8524,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Results from the MAVEN Mission to Mars,Poster,0.0,15.0
8525,Wednesday,16 December 2015,8.0,Moscone West,2010,0.0,Paleoceanography and Paleoclimatology,New Insights on Geochemical Cycles toward Redox Proxy Development and Application to the Ancient Ocean and Atmosphere,Oral,0.0,12.0
8526,Thursday,17 December 2015,1.0,Moscone South,307,0.0,Seismology,Characterization and Modeling of Seismic Energy Losses,Oral,0.0,4.0
8528,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Mercury after MESSENGER,Poster,0.0,9.0
8529,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,Food Security in the Water-Food-Energy Nexus,Poster,0.0,11.0
8530,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Marine Boundary Layer Clouds and Aerosols,Poster,0.0,6.0
8531,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Cryosphere,Climate-Carbon-Cryosphere Interactions in the East Siberian Arctic Ocean,Poster,0.0,6.0
8532,Monday,14 December 2015,2.0,Moscone South,Poster Hall,478.0,SPA-Solar and Heliospheric Physics,Flare/CME Coupling from the Corona to the Deep Solar Interior,Poster,0.0,15.0
8533,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Complexities of Flow and Transport in Porous Media across Diverse Disciplines,Poster,0.0,7.0
8534,Monday,14 December 2015,1.0,Moscone West,3012,0.0,Atmospheric Sciences,Evaluating Reanalysis,Oral,0.0,8.0
8535,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Hydrology,Advances in Ecohydrology of Water-Stressed Environments,Poster,0.0,16.0
8536,Tuesday,15 December 2015,3.0,Moscone West,3001,0.0,Atmospheric and Space Electricity,Thunderstorm Effects in the Near-Earth Space Environment,Poster,0.0,15.0
8538,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Advances in Exploration Geophysics,Poster,0.0,13.0
8539,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,Characterizing Cratons and Craton Margins,Poster,0.0,19.0
8540,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Ocean Sciences,"US CLIVAR Session on the Global Energy Balance, Ocean Heat Content, and the Warming Hiatus",Poster,0.0,12.0
8542,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Chemistry of the Earth's Mantle,Poster,0.0,6.0
8543,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Tropical and Midlatitude Convective Storm Systems and Their Roles in Weather and Climate,Poster,0.0,15.0
8544,Monday,14 December 2015,11.0,Moscone West,2010,0.0,Biogeosciences,Terrestrial Biome Fluxes and Biogeochemical Impacts of Forest Disturbances,Oral,0.0,25.0
8545,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,An Integrated View of Earth System Dynamics and Interhemispheric Linkages from Decadal to Tectonic Scales,Poster,0.0,13.0
8546,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,Cumulative Deformation in the Overlying Plate due to Subduction and Related Feedbacks,Poster,0.0,15.0
8547,Friday,18 December 2015,4.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Magnetic Reconnection,Oral,0.0,11.0
8548,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Using Current Chemistry and Mineralogy Data to Guide Future Discoveries from Mars 2020,Poster,0.0,11.0
8549,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Magnetosphere-Ionosphere-Thermosphere Coupling in the Polar Cap,Poster,0.0,10.0
8550,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Biogeosciences,Organic Matter as an Integrated Signal of Climate and Land Use Change from Source to Sea,Poster,0.0,12.0
8551,Friday,18 December 2015,2.0,Moscone South,Poster Hall,474.0,Seismology,General Contributions in Seismology,Poster,0.0,21.0
8552,Wednesday,16 December 2015,2.0,Moscone West,2016,0.0,SPA-Magnetospheric Physics,Field-Aligned Currents,Oral,0.0,8.0
8553,Monday,14 December 2015,8.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Innovative Isotope Methods for Characterizing Metal Budgets in the Present and Past Terrestrial and Aquatic Environments,Poster,0.0,11.0
8554,Wednesday,16 December 2015,8.0,Moscone West,3009,0.0,Ocean Sciences,Multidisciplinary Studies of Hydrocarbon Seeps on Global Margins,Poster,0.0,11.0
8555,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Education,Educator Professional Development and Student Programs Promoting Authentic Scientific Research,Poster,0.0,14.0
8556,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Hydrology,Novel Environmental Sensor Strategies,Poster,0.0,13.0
8558,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Melt and Liquids in Earth and Planetary Interiors,Poster,0.0,10.0
8559,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Demystifying the Miocene-Pliocene,Poster,0.0,13.0
8560,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Biogeosciences,Pore-Scale Science to Unlock the Mechanisms Underlying Ecosystem Processes in Soils and Sediments,Poster,0.0,16.0
8562,Wednesday,16 December 2015,1.0,Moscone West,3002,0.0,Atmospheric Sciences,Atmospheric Sciences New Fellows Lectures,Poster,0.0,9.0
8563,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Global Environmental Change,The Role of Fire in the Earth System,Poster,0.0,18.0
8564,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Nonlinear Geophysics,"Stochastic Modeling in Atmosphere, Ocean, and Climate Dynamics",Poster,0.0,8.0
8565,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Subseasonal to Seasonal Prediction of Weather and Climate,Poster,0.0,7.0
8566,Monday,14 December 2015,1.0,Moscone West,3011,0.0,Hydrology,"Drought, Groundwater Management, and Long-Term Groundwater Sustainability in the Western United States",Oral,1.0,10.0
8567,Tuesday,15 December 2015,6.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Arctic Coastal Zone Mapping and Hazards,Poster,0.0,11.0
8568,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Geospace Research from Polar Environments,Poster,0.0,4.0
8569,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Seismic Anisotropy across Scales in the Mantle,Poster,0.0,10.0
8570,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Solar and Heliospheric Physics General Contributions,Poster,0.0,11.0
8571,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Tectonophysics,Subduction across Scales VI,Poster,0.0,14.0
8572,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Geodesy,Recent Advances in the Application of InSAR and High-Resolution Geodetic Data for Crustal Deformation Research,Poster,0.0,9.0
8573,Monday,14 December 2015,6.0,Moscone West,2008,0.0,Biogeosciences,Uncultured Microorganisms and Their Geochemical Roles in Deep-Sea Environments,Poster,0.0,11.0
8574,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,"Flow, Mixing, and Reaction",Poster,0.0,16.0
8575,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,Multidisciplinary Constraints on the Rheology and Dynamics of the Lithosphere and Asthenosphere,Poster,0.0,14.0
8576,Tuesday,15 December 2015,7.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Oxidation Capacity Constraints,Poster,0.0,13.0
8577,Wednesday,16 December 2015,8.0,Moscone South,Poster Hall,0.0,Biogeosciences,Biogeophysical Impacts of Land Use/Land Cover Change (LULCC) and Vegetation Disturbance from Micro- to Global Scales,Poster,0.0,9.0
8580,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Soil Organic Matter,Poster,0.0,19.0
8582,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Earth System Change from Space,Poster,0.0,5.0
8583,Thursday,17 December 2015,8.0,Moscone West,2007,0.0,Planetary Sciences,"The Science of Exploration as Enabled by the Moon, Near Earth Asteroids, and the Moons of Mars",Oral,1.0,19.0
8584,Thursday,17 December 2015,16.0,Moscone South,Poster Hall,0.0,Public Affairs,"How Science Will Support Countries, Governments, and the Public in Disaster Risk Reduction Following the UN Sendai Framework",Poster,0.0,9.0
8585,Tuesday,15 December 2015,5.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,Everything Electromagnetic,Poster,0.0,12.0
8586,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Hydrology,"Data Integration, Inverse Methods, and Data Valuation across a Range of Scales in Hydrogeophysics",Poster,0.0,18.0
8587,Tuesday,15 December 2015,2.0,Moscone West,3011,0.0,Ocean Sciences,Eastern Boundary Upwelling Systems,Oral,1.0,13.0
8588,Wednesday,16 December 2015,5.0,Moscone South,301,0.0,Mineral and Rock Physics,Physics and Chemistry of Earth's Deep Mantle and Core,Oral,0.0,11.0
8589,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Ocean Sciences,General Oceanography,Poster,0.0,15.0
